MITI,NANDU,MIGE,TISHI,JIEMI,MIDI,FAYIN,JIESHI,ZAOJU
茏,7,灯谜,根据字的拆分、组合以及字词近义联想、合成,茏字可拆草、龙，龙可解为天子，草头天子即茏字,草头天子,cǎo tóu tiān zǐ,强盗的头领，旧时亦指入山聚众起义的首领。,明·罗贯中《平妖传》第37回：“况且～，他的命数修短，大则关系天下，小则关系一方。”
小脚,3,谜语,根据谜题意思联想,三寸金莲即指小脚,三寸金莲,sān cùn jīn lián,金莲：指缠足妇女的小脚。指妇女的小脚,高阳《胡雪岩全传·灯火楼台》：“罗四姐的一双脚虽非～，但也是所谓‘前面卖生姜，后面卖鸭蛋’裹了又放的半大脚。”
怒误作努,4,灯谜,根据字的拆分以及结构联想、合成,二者相同的部分为奴，也就是把心当作了力，可解为力不从心,力不从心,lì bù cóng xīn,心里想做，可是力量够不上。,按我的政治思想水平、斗争阅历和知识能力，担当编选陈毅同志诗词的工作确是～。（张茜《陈毅诗词选集·序言》）
黄河之水天上来,3,谜语·灯谜,根据谜题字词近义以及相关义联想、合成,天上来意味着源头很远，流的距离也很长，可解为源远流长,源远流长,yuán yuǎn liú cháng,源头很远，水流很长。比喻历史悠久。,剥削阶级的幸福观，是～，影响仍然是相当深广的。（秦牧《一个黑人战士的豪迈声音》）
叱,4,灯谜,根据字的拆分以及结构联想、合成,叱字可拆为口、匕，口即言，评头即口，论足即匕，评头论足为叱字,评头论足,píng tóu lùn zú,原指轻浮地议论妇女的容貌。现也比喻任意挑剔。,你应该多干点实事，不要总～。
儿童专场,6,谜语·灯谜,根据谜题字词近义以及相关义联想、合成,也就是大人所期望的都没有，可解为大失所望,大失所望,dà shī suǒ wàng,表示原来的希望完全落空。,瑞虹～，但到此地间，无可奈何。（明·冯梦龙《醒世恒言》卷三十六）
大模大样进典铺,2,双钩格,根据谜题字词近义联想、合成,大模大样可以解为无愧，进当铺解为当东西，即得无愧当之，由于双钩格，当之无愧,当之无愧,dāng zhī wú kuì,无愧：毫无愧色。当得起某种称号或荣誉，无须感到惭愧。,尊翁一生，清慎勤三字，可～。（高阳《清宫外史》上册）
首创者,2,折胫格,根据谜题字词近义联想、合成,可解为首先发起的人，即先发人，由于折胫格，插入倒数第二字“制”，可得先发制人,先发制人,xiān fā zhì rén,发：开始行动；制：控制，制服。原指丢动手的牌主动地位，可以控制对方。后也泛指争取主动，先动手来制服对方。,剑波没等这位警长开口，便理直气壮地来个～。（曲波《林海雪原》三）
最傻的消费者,2,谜语,根据谜题意思联想,该类型谜题根据答案容易得出,买椟还珠,mǎi dú huán zhū,椟：木匣；珠：珍珠。买下木匣，退还了珍珠。比喻没有眼力，取舍不当。,不善读书者，昧菁英而矜糟粕。～，虽多奚益？改用白话，决无此病。（清·裘廷梁《论白话为维新之本》）
点金牌算银牌,2,谜语·灯谜,根据谜题字词近义联想、合成,金牌解为一，银牌解为二，点、算解为数，即得数一数二,数一数二,shǔ yī shǔ èr,不算第一也算第二。形容突出。,他的学习成绩在班里是～的。
气球上天,4,灯谜,根据所描述事物特点联想、合成,气球没有翅膀却飞上了天，可解为不翼而飞,不翼而飞,bù yì ér fēi,翼：翅膀。没有翅膀却飞走了。比喻物品忽然丢失。也比喻事情传播得很迅速。,足足的一百六十块钱就那样便～了。（郭沫若《革命春秋·创造十年》）
辰生,4,粉颈格,根据天干地支以及字词近义联想、合成,辰地支排行第五位，生可解为出生、出身，即得行五出身，由于粉颈格，可解得行伍出身,行伍出身,háng wǔ chū shēn,行伍：古代军队编制，1行25人，1伍5人，泛指士兵。指当兵出身,高阳《胡雪岩全传·萧瑟洋场》：“现在京里一班清流，架子大得不得了，～的老粗，能吃得消他们？”
木兰从军,9,掉首格,根据诗句上下文以及引申义联想、合成,《木兰辞》“不闻机杼声”，解为出门离别机杼，即出别机杼，由于掉首格，解为别出机杼,别出机杼,bié chū jī zhù,机杼：织布机，比喻诗文的构思和布局。指写作另辟途径，能够创新。,词人务以相胜，似不若～。（宋·楼钥《跋李伯和所藏书画薄薄酒二篇》）
绵里藏针,4,灯谜,根据谜题字词别意以及相关义联想、合成,绵可解为柔，针可解为刚，放在一起解为相济，于是可得刚柔相济,刚柔相济,gāng róu xiāng jì,刚强的和柔和的互相调剂。,凡为将者，当以～，不可徒恃其勇。（明·罗贯中《三国演义》第七十一回）
蚕,3,灯谜,根据字的拆分以及结构联想、合成,烛字可拆为火、虫，火光即虫，火光烛天即为蚕字,火光烛天,huǒ guāng zhú tiān,火光把天都照亮了。形容火势极大（多指火灾）。,城里到处～，枪炮齐响，有钱的人纷纷逃难，穷若的人民水断粮绝。（老舍《吐了一口气》）
三杯落肚,3,谜语·灯谜,根据数字以及字词近义联想、合成,三杯可分为一杯、二杯，下肚解为喝干净了，即得一干二净,一干二净,yī gān èr jìng,形容十分彻底，一点儿也不剩。,从前学过的一点天文学知识，长期不用，早忘得～。
垃圾箱,4,谜语·灯谜,根据所描述事物的作用以及近义联想、合成,用来放污的、脏的东西的容器，可解为藏垢纳污,藏垢纳污,cáng gòu nà wū,垢、污：肮脏的东西。包藏容纳肮脏之物。比喻隐藏或包容坏人坏事。,大概是明末的王思任说的罢：“会稽乃报仇雪耻之乡，非～之地。”（鲁迅《且介亭杂文附集·女吊》）
最多私宅的拥有者,1,谜语,根据谜题意思联想,该类型谜题根据答案容易得出,狡兔三窟,jiǎo tù sān kū,狡猾的兔子准备好几个藏身的窝。比喻隐蔽的地方或方法多。,见柴曰：“汝～，何归为？”（清·蒲松龄《聊斋志异·邵九娘》）
超第一迎凯旋,6,谜语·灯谜,根据谜题字词近义以及相关义联想、合成,超第一解为不做第二，凯旋解为凯旋门即法国的门，即得不二法门,不二法门,bù èr fǎ mén,不二：指不是两极端；法门：佧行入道的门径。原为佛家语，意为直接入道，不可言传的法门。后比喻最好的或独一无二的方法。,历观战史，水战用火攻，是颠扑不破的～。（高阳《清宫外史》下册）
松龄鹤寿,3,灯谜,根据动物特点联想、合成,二者均代表长寿之意，千秋亦解为长寿，可得各有千秋,各有千秋,gè yǒu qiān qiū,千秋：千年，引伸为久远。各有各的存在的价值。比喻各人有各人的长处，各人有各人的特色。,这两篇文章写得很好，描写手法～。
国民,7,谜语·灯谜,根据谜题字词别称以及近义、相关义联想、合成,国别称为社稷，民可以解为生民，即得社稷生民,社稷生民,shè jì shēng mín,社稷：古代帝王所祭的土神和谷神，代指国家。指国家与人民,傅抱石《〈郑板桥集〉前言》：“何与于～之计，三百篇之旨哉？”
走运,2,谜语,根据谜题意思联想,逢吉丁辰有类似意思,逢吉丁辰,féng jí dīng chén,指遇上好时运。,他真是～，遇到那么美好的她。
堂,3,灯谜,根据字的拆分以及结构联想、合成,瞠字拆为目、堂，瞠乎其后即堂字,瞠乎其后,chēng hū qí hòu,瞠：瞪着眼看；其：代词，他。在别人后面干瞪眼赶不上。形容远远落在后面。,乾隆朝的“十全武功”固然～，就是康熙朝的平三藩之乱，论规模、论艰难，也都不如。（高阳《玉座珠帘》上册）
私人证件,3,下楼格,根据谜题字词近义联想、合成,私人即为自己所有的，证件解为证据，即得为己有据，由于下楼格，可解得据为己有,据为己有,jù wéi jǐ yǒu,将别人的东西拿来作为自己的。,有的人很自私，经常把集体的财产～。
铁匠教徒弟,2,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,趁热打铁,chèn rè dǎ tiě,铁要趁烧红的时候打。比喻要抓紧有利的时机和条件去做。,他觉得老大实在有可爱的地方，于是，他决定～，把话都说净。（老舍《四世同堂》十九）
铩羽而归是陈涉,8,掉首格,根据人物名字以及字词近义联想、合成,铩羽而归解为失败了返回，陈涉也就是陈胜，即败返为胜，返同反，由于掉首格，可得反败为胜,反败为胜,fǎn bài wéi shèng,扭转败局，变为胜利。,王朔《我是你爸爸》：“接下来的两局，马林生～。”
此时无声胜有声,10,灯谜,根据诗句上下文以及引申义联想、合成,出自白居易《琵琶行》，“别有幽愁暗恨生，此时无声胜有声”，可以解为曲子尽了反而显得更加美妙了，即得曲尽其妙,曲尽其妙,qū jìn qí miào,曲：委婉，细致；尽：全部表达。把其中微妙之处委婉细致地充分表达出来。形容表达能力很强。,无何，～，虽长安无有伦此。（唐·白行简《李娃传》）
青山隐隐，秋水渺渺,7,谜语·灯谜,根据谜题字词别称以及近义、相关义联想、合成,眉又称春山，秋水即目，隐隐、渺渺解为可为看不清，可得眉目不清,眉目不清,méi mù bù qīng,眉目：条理。事物条理不清或文章没有条理,交代不明，～，也是常见的缺点。
奇,5,灯谜,根据字的拆分以及结构联想、合成,奇字可拆为大、可，大有可为即奇,大有可为,dà yǒu kě wéi,事情有发展前途，很值得做。,出国留学人员回国后也是～的。
坟墓,3,谜语,根据谜题意思联想,一抔黄土即指坟墓,一抔黄土,yī póu huáng tǔ,一抔：一捧。一捧黄土。借指坟墓。现多比喻不多的土地或没落、渺小的反动势力。,路遥《平凡的世界》第六卷第33章：“留下的只是～和一片瓦砾……”
回音,6,灯谜,根据所描述事物特点以及字词近义联想、合成,回音，一边发声，另一边附和，可得此唱彼和,此唱彼和,cǐ chàng bǐ hè,这里唱，那里随声附和。比喻互相呼应。,鲁迅《彷徨·孤独者》：“大家～，七嘴八舌，使他得不到辩驳的机会。”
死囚,3,谜语·灯谜,根据谜题字词近义联想,也就是犯了不可饶恕的杀头的罪，可解为十恶不赦,十恶不赦,shí è bù shè,指罪恶极大，不可饶恕。,这个暴徒，拦路抢劫，谋财害命，真是～。
龟,1,谜语,根据谜题意思联想,晋·崔豹《古今注·鱼龟》：“龟名玄衣督邮，鳖名河伯从事。”,玄衣督邮,xuán yī dū yóu,督邮：官名。龟的别称,明·李时珍《本草纲目·介部·水龟》：“（释名）：～。”
人人都知道,1,谜语,根据谜题意思联想,家喻户晓正是此意,家喻户晓,jiā yù hù xiǎo,喻：明白；晓：知道。家家户户都知道。形容人所共知。,与其作不能行远不能普及之秦汉六朝，不如作～之《水浒》《西游》文字也。（胡适《逼上梁山》）
吃得苦中苦,5,谜语·灯谜,根据谜题字词近义以及相关义联想、合成,方为人上人，也就是说人才出众了,人才出众,rén cái chū zhòng,人品才能超出众人。,俺李相公～，天凑良姻。(明·汤显祖《紫钗记·借马》)
慈禧垂帘听政,4,谜语,根据谜题意思以及相关义联想,可以联想到慈禧一人独揽大权，解为独断专行,独断专行,dú duàn zhuān xíng,行事专断，不考虑别人的意见。形容作风不民主。,他平时不讲民主，做事情常常是～。
大多数人求转干,4,灯谜,根据谜题字词别意以及近义联想、合成,也就说少数人不希望更改事情做，即少不更事,少不更事,shào bù gēng shì,少：年轻；更：经历。年纪轻，没有经历过什么事情。指经验不多。,母谓汝夫妇～。（清·蒲松龄《聊斋志异·青娥》）
