MITI,NANDU,MIDI,JIESHI
昂首向前不落后#皇上托孤#真心不二到白头#见到右邻觉陌生,2,百,“昂”字的头部为“日”；“向”字的前头为“ノ”；“不”落掉后面，余下“一”；合为“百”字。#“皇”字的上半部分是“白”；“孤”，一义为单独，与“一”相扣；“白”托着“一”，便是“百”字。#“真”字中心为“三”，“三”不要“二”是“一”，“一”立于“白”头之上即“白”字。#“右邻”别解为“邻”字的右半部分，即“阝”；“百”见到“阝”便生出“陌”字。
地皮也刮去,5,坡,“地皮”二字的“也”刮去，余下合为“坡”字。
勿放心上#勿挂心上,3,忽,“勿”字放在“心”字的上面，成为“忽”字。#“勿”挂在“心”的上面。
一被否定，唾沫四溅,7,呸,“一”与“否”组合，可为“呸”字。“唾沫四溅”隐喻“呸”字之意。
我头可断身可裂,2,找,“我”字的头断了。
旁边有人,6,傍,“旁”字一边有个“人”，即“傍”字。
明月升空海水退,6,晦,“明”字的“月”升空后剩下“日”，“海”字的“水”退了剩下“每”。
山上山下，绿草茵茵#岁岁花前草初生#岁岁除夕花前会,8,茁,“山上山下”组成“出”字，“草”扣“艹”。#“岁岁花”三字的前半部分为“山山艹”，合为“茁”字，“茁”字义为“植物才生长出来的样子”。#“岁岁”二字把“夕”排除掉，剩下“山山”组成“出”；“花”字的前半部分为“艹”。
虫害之中，没水难活,7,蚌,“害”字中间为“丰”，与“虫”组成“蚌”；“没水难活”提示生存条件。
一周多三天#苦心随日长#西去此潭水已无#草没有草,2,早,“一周”可换算为“七天”，加上“三天”，等于“十天”。谜底“早”字可拆解为“十日”。#“苦”字中心为“十”，随“日”字长在一起，便是“早”字。#“潭”字的“西水”去的去无的无，只剩下“早”字了。#“草”没有“艹”。
工中添一点，不作玉字猜,6,虹,“工中”二字添上“一点（丶）”便是“虹”字。
一生执教亦潇洒#一见先生面，模样确英俊#先生一见真英俊#一来就收徒弟#一生执教育后人#一字之师#一生当园丁,5,帅,“帅”字添上“一”，就是“师”字，迎合“执教”之意；“帅”是“潇洒”的一种表现。#“帅”字见到“一”，即成为“师”字，“师”扣“先生”。#“帅”见到“一”，就是“师”字，指老师、先生；“帅”这个字真的英俊。#“帅”字来“一”就是“师”字。#“帅”生出“一”便是“师”字。#“帅”字加上“一”便是“师”。#“帅”字加上“一”便是“师”，“园丁”指老师。
七星对残月,6,溺,“对残月”别解为两个残缺的“月”字，即“弓弓”；“七星”指七点（丶）。
分成八开#两点开会,1,并,“并”字可拆分成“八开”二字。#“两点”与“开”会合，可成为“并”字。
草根树心共相思,10,豉,“草”字根部为“十”，“树”字的中心是“又”，“相思”扣“豆”，三者组合得“豉”字。
爱心十分打百分，名列前茅第一名,5,冠,“爱”字中心，为“冖”；“十分”为一“寸”；人民币“百分”为一“元”；合为“冠”字。“冠”字义为第一。
湖中浮萍,2,苦,“湖中”即“古”，“浮萍”即“艹”。
又在跟前走,5,艰,“跟前走”指“跟”字的前半部分走了，剩下“艮”；“又”在“艮”便构成“艰”字。
您不要挂心,1,你,“您”字不挂“心”，剩下“你”字。
一人守更,1,便,一“人”守着“更”，成“便”字。
四去八进一,5,曰,关键词“四”去八即“囗”，“进一”即“曰”。不可同“日”而语。
言而有诈心发慌,4,荒,“荒”字有“言”，即“谎”，有“诈”之意。“荒”字与“心”组合，可发展成“慌”字。
赤壁上下集#拆东墙补西墙,6,圭,“赤”字的上半部分和“壁”字下半部分，皆为“土”字，集合起来便是“圭”字。#拆去“墙”字的东部，剩下“土”；补上“墙”字的西半部分“土”就是“圭”字。
点滴节约,2,占,“点”字下面的“四滴”节约去了，剩下“占”字。
必须再产,5,颜,“须”再“产”！
亏得有水来#把握重点，不得夸大一点,4,污,“亏”字有“水”来后可成为“污”字。#“重点”和“一点”加起来便是“三点（氵）”，“夸”字不得“大”便是“亏”。
又有耳朵又有心,6,慑,“又”与“耳”、“又”、“心”组合，可为“慑”字。
一直在作证,2,让,“让”字添上“一”和“直”，便是“证”字。
街前街后都叫棒#街头街尾,1,行,“街”字的前部与“街”字的后部组合，可为“行”字。“棒”是对“行”的肯定。#“行”字由“街”字的头部和“街”字的尾部组成。
获胜之后个个归,7,笙,“胜”字的后半部分，为“生”，与“个个”合为“笙”字。
趣中闻尔声#无关联#见圣上谁也不吱声#一官半职,3,耳,“趣”字的中间是“耳”，与“尔”读音相同。#“联”字无“关”后，余下“耳”。#“圣上”，是对皇帝的尊称，可引申为“龙”。“耳”与“龙”组合，即为“聋”字，指听不见声音。#“半职”别解为“职”字的一半，取“耳”。“耳”是五官之一。
个个生得笨#九九归一#未移一笔保原状,1,本,“本”与“个个”组合，可得“笨”字。#“九九”相加得“十八”，合为“木”字，添上“一”可组成“本”字。#“未”字移一笔，可成为“本”字，“本”别解为原本、原状。
酒后有错定罚款#翻开日记已黄昏#西安一住三星期,6,醋,“酒”字的后半部分为“酉”；“错”字被罚了款（金），余下“昔”。#将“开”字翻转过来，为“龷”；“龷”记上“日”，即“昔”；“酉”字义为黄昏。#“三星期”是“二十一日”，“二十一日”可构成“昔”字；“西”边安放一“昔”便是“醋”字。
有口一世不露头,6,喋,“不”字露出头即为“木”字，再加上“口”和“世”便是“喋”字。
冠军亚军心相连,6,懿,“懿”字可拆分为“壹次心”，第“壹”扣“冠军”，“次”之扣“亚军”。
下岗转向再上岗,7,岖,“岗”的下部分是“冈”，“冈”转了个方向变成“区”；“再上岗”即“岗”字的上面“山”；“区”组合“山”就是“岖”字。
双方相处不分离,10,昝,两个方格与“处”相逢，便是“昝”字。
吃尽苦头迎春到,6,枯,“苦”字的头被吃尽了，余下“古”；“春”与“木”相扣。
孩子换马，心里害怕,6,骇,“孩”字的“子”换成了“马”，成为“骇”字。“害怕”提示“骇”的字义。
才全貌不全,7,豺,“貌”字不全，取“豸”，与“才”组合，成“豺”字。
水少也有鱼,6,鲨,“水少”构成“沙”字，“沙”有“鱼”即“鲨”。
玉成其人杨贵妃#一一去掉坏现象,2,环,“环”与“玉”组合，成为“玉环”，即杨贵妃的名。#“环”字去掉“一”，“坏”字就现形了。
革新有功,5,勤,“功”与“革”参差组合可成为“勤”字。
龙袍,4,袭,龙穿的衣服。
子在盘中巧变化,10,艋,“盘”字变化后与“子”组合成“艋”字。
鸳鸯不独宿,6,鸽,鸳鸯，鸟名。“不独宿”反扣“合”。
听得其声是马鸣,6,嘶,首先，谜面应顿读为“听得其声如马鸣”前半部分为拆字离合，“听”得到“其”分离组合便成“嘶”字，形扣完成；“声如马鸣”，会意提音，告诉你这个字的发声像马叫一样。至此，将谜底“嘶”字的音、形、义完整展现出来。
儿童活动有场地,2,境,“儿童”二字可重组成“境”字，“场地”与“境”相扣。
李时珍名著,6,苯,“本”“草”纲目。
佣人一去不归来,6,甭,“佣”字的“人”去了，“不”字归来。
橡树不见人犹在,1,像,“树”与“木”相扣。“橡”字的“树”不见后，与“人”组合，成“像”字。
言而无信一定失败#汽车进了站，乘客人不见,6,乖,“信”无“言”则“亻”字；“失败”即“败北”，扣“北”；再与“一”组合起来可成为“乖”字。#“乘”字的“人”不见了。
人一来有姻缘,1,如,“如”字加上“人一”，就成“姻”字。
立即动员，为西部投资,5,赔,“立”字与“员”字组合，可为“赔”字；“资”和“贝”都有钱财之意，与“部”字的西部组合，也为“赔”字。谜面两次扣合谜底。
十分服帖#十分佩服,6,衬,长度“十分”合为一“寸”，“服”义扣“衣”。#“十分”可换算为“一寸”，“衤”同“衣、服”。
断一半，接一半连起来，还是断#撕掉中间剩两边,3,折,“折”字由“断”的一半和“接”的一半组成。#“撕”字掉了中间（其），只剩两边。
元旦休息二天#独生子,6,兀,“元旦”二字去掉“二日”，剩下“兀”字。#“一”个“儿”子而已。
双方一直有联系，开张之后更多点,1,强,“双方一直”别解为“两个方格（吕）”、“一”、“直（丨）”；开“弓”之后多一“丶”。
一人四十多一点儿,6,莽,四个“十”、“一人”组合起来再多“一点”就是“莽”字。
